Harvest,Species,Treatment,Tag,Pot,Week,Height,New-orignal,Absolute_change_2,Absolute_change,log_Height,log_Absolute_change_2,log_Absolute_change,XXX
3,VS,16%,H3VS16,99,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VS,16%,H3VS16,105,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VS,16%,H3VS16,110,1,0,0,#DIV/0!,0,0,#NUM!,0,
3,VS,4%,H3VS4,22,2,44,9,0.204545455,0.204545455,1.643452676,0.954242509,0.954242509,
3,VS,4%,H3VS4,118,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VS,4%,H3VS4,5,2,10,10,0,1,1,1,1,
3,VS,4%,H3VS4,19,2,30,12,0.4,0.4,1.477121255,1.079181246,1.079181246,
3,VS,4%,H3VS4,18,2,55,13,0.236363636,0.236363636,1.740362689,1.113943352,1.113943352,
3,VS,4%,H3VS4,15,2,16,16,1,1,1.204119983,1.204119983,1.204119983,
3,VS,4%,H3VS4,78,2,21,21,1,1,1.322219295,1.322219295,1.322219295,
3,VS,4%,H3VS4,21,2,22,22,1,1,1.342422681,1.342422681,1.342422681,
3,VS,8%,H3VS8,55,2,24,1,0.041666667,0.041666667,1.380211242,0,0,
3,VS,8%,H3VS8,129,2,9,-27,-3,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,58,2,42,4,0.095238095,0.095238095,1.62324929,0.602059991,0.602059991,
3,VS,8%,H3VS8,61,2,36,4,0.111111111,0.111111111,1.556302501,0.602059991,0.602059991,
3,VS,8%,H3VS8,41,2,48,8,0.166666667,0.166666667,1.681241237,0.903089987,0.903089987,
3,VS,8%,H3VS8,123,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VS,8%,H3VS8,125,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VS,8%,H3VS8,126,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VS,8%,H3VS8,128,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VS,8%,H3VS8,75,2,25,25,1,1,1.397940009,1.397940009,1.397940009,
3,VS,16%,H3VS16,99,2,30,-3,-0.1,0,1.477121255,#NUM!,0,
3,VS,16%,H3VS16,76,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VS,16%,H3VS16,91,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VS,16%,H3VS16,97,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VS,16%,H3VS16,105,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VS,16%,H3VS16,110,2,9,9,1,1,0.954242509,0.954242509,0.954242509,
3,VS,16%,H3VS16,46,2,35,12,0.342857143,0.342857143,1.544068044,1.079181246,1.079181246,
3,VS,16%,H3VS16,98,2,24,13,0.541666667,0.541666667,1.380211242,1.113943352,1.113943352,
3,VS,16%,H3VS16,85,2,14,14,1,1,1.146128036,1.146128036,1.146128036,
3,VS,16%,H3VS16,87,2,18,18,1,1,1.255272505,1.255272505,1.255272505,
3,VS,4%,H3VS4,118,3,9,0,0,0,0.954242509,#NUM!,0,
3,VS,4%,H3VS4,18,3,60,5,0.083333333,0.083333333,1.77815125,0.698970004,0.698970004,
3,VS,4%,H3VS4,78,3,27,6,0.222222222,0.222222222,1.431363764,0.77815125,0.77815125,
3,VS,4%,H3VS4,15,3,23,7,0.304347826,0.304347826,1.361727836,0.84509804,0.84509804,
3,VS,4%,H3VS4,19,3,38,8,0.210526316,0.210526316,1.579783597,0.903089987,0.903089987,
3,VS,4%,H3VS4,22,3,52,8,0.153846154,0.153846154,1.716003344,0.903089987,0.903089987,
3,VS,4%,H3VS4,5,3,20,10,10,0.5,1.301029996,1,1,
3,VS,4%,H3VS4,21,3,55,33,0.6,0.6,1.740362689,1.51851394,1.51851394,
3,VS,8%,H3VS8,61,3,30,-6,-0.2,0,1.477121255,#NUM!,0,
3,VS,8%,H3VS8,123,3,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,125,3,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,126,3,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,128,3,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,129,3,9,-27,-3,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,58,3,44,2,0.045454545,0.045454545,1.643452676,0.301029996,0.301029996,
3,VS,8%,H3VS8,75,3,29,4,0.137931034,0.137931034,1.462397998,0.602059991,0.602059991,
3,VS,8%,H3VS8,55,3,30,6,0.2,0.2,1.477121255,0.77815125,0.77815125,
3,VS,8%,H3VS8,41,3,58,10,0.172413793,0.172413793,1.763427994,1,1,
3,VS,16%,H3VS16,46,3,35,0,0,0,1.544068044,#NUM!,0,
3,VS,16%,H3VS16,99,3,34,-22,-0.647058824,0,1.531478917,#NUM!,0,
3,VS,16%,H3VS16,76,3,15,6,0.4,0.4,1.176091259,0.77815125,0.77815125,
3,VS,16%,H3VS16,97,3,15,6,0.4,0.4,1.176091259,0.77815125,0.77815125,
3,VS,16%,H3VS16,87,3,29,11,0.379310345,0.379310345,1.462397998,1.041392685,1.041392685,
3,VS,16%,H3VS16,98,3,35,12,0.342857143,0.342857143,1.544068044,1.079181246,1.079181246,
3,VS,16%,H3VS16,105,3,21,12,0.571428571,0.571428571,1.322219295,1.079181246,1.079181246,
3,VS,16%,H3VS16,110,3,22,13,0.590909091,0.590909091,1.342422681,1.113943352,1.113943352,
3,VS,16%,H3VS16,85,3,31,17,0.548387097,0.548387097,1.491361694,1.230448921,1.230448921,
3,VS,16%,H3VS16,91,3,36,27,0.75,0.75,1.556302501,1.431363764,1.431363764,
3,VS,4%,H3VS4,19,4,39,1,0.025641026,0.025641026,1.591064607,0,0,
3,VS,4%,H3VS4,78,4,35,8,0.228571429,0.228571429,1.544068044,0.903089987,0.903089987,
3,VS,4%,H3VS4,21,4,64,9,0.140625,0.140625,1.806179974,0.954242509,0.954242509,
3,VS,4%,H3VS4,22,4,67,15,0.223880597,0.223880597,1.826074803,1.176091259,1.176091259,
3,VS,4%,H3VS4,18,4,76,16,0.210526316,0.210526316,1.880813592,1.204119983,1.204119983,
3,VS,4%,H3VS4,5,4,46,26,20,0.565217391,1.662757832,1.414973348,1.414973348,
3,VS,4%,H3VS4,118,4,36,27,0.75,0.75,1.556302501,1.431363764,1.431363764,
3,VS,4%,H3VS4,15,4,55,32,0.581818182,0.581818182,1.740362689,1.505149978,1.505149978,
3,VS,8%,H3VS8,55,4,30,0,0,0,1.477121255,#NUM!,0,
3,VS,8%,H3VS8,61,4,30,0,0,0,1.477121255,#NUM!,0,
3,VS,8%,H3VS8,123,4,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,125,4,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,126,4,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,128,4,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,129,4,9,-41,-4.555555556,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,58,4,52,8,0.153846154,0.153846154,1.716003344,0.903089987,0.903089987,
3,VS,8%,H3VS8,41,4,68,10,0.147058824,0.147058824,1.832508913,1,1,
3,VS,8%,H3VS8,75,4,40,11,0.275,0.275,1.602059991,1.041392685,1.041392685,
3,VS,16%,H3VS16,85,4,30,-1,-0.033333333,0,1.477121255,#NUM!,0,
3,VS,16%,H3VS16,91,4,32,-4,-0.125,0,1.505149978,#NUM!,0,
3,VS,16%,H3VS16,98,4,41,-12,-0.292682927,0,1.612783857,#NUM!,0,
3,VS,16%,H3VS16,99,4,42,-10,-0.238095238,0,1.62324929,#NUM!,0,
3,VS,16%,H3VS16,46,4,40,5,0.125,0.125,1.602059991,0.698970004,0.698970004,
3,VS,16%,H3VS16,76,4,20,5,0.25,0.25,1.301029996,0.698970004,0.698970004,
3,VS,16%,H3VS16,110,4,31,9,0.290322581,0.290322581,1.491361694,0.954242509,0.954242509,
3,VS,16%,H3VS16,97,4,30,15,0.5,0.5,1.477121255,1.176091259,1.176091259,
3,VS,16%,H3VS16,87,4,45,16,0.355555556,0.355555556,1.653212514,1.204119983,1.204119983,
3,VS,16%,H3VS16,105,4,40,19,0.475,0.475,1.602059991,1.278753601,1.278753601,
3,VS,4%,H3VS4,19,5,52,13,0.25,0.25,1.716003344,1.113943352,1.113943352,
3,VS,4%,H3VS4,22,5,81,14,0.172839506,0.172839506,1.908485019,1.146128036,1.146128036,
3,VS,4%,H3VS4,18,5,91,15,0.164835165,0.164835165,1.959041392,1.176091259,1.176091259,
3,VS,4%,H3VS4,78,5,50,15,0.3,0.3,1.698970004,1.176091259,1.176091259,
3,VS,4%,H3VS4,118,5,51,15,0.294117647,0.294117647,1.707570176,1.176091259,1.176091259,
3,VS,4%,H3VS4,21,5,80,16,0.2,0.2,1.903089987,1.204119983,1.204119983,
3,VS,4%,H3VS4,15,5,76,21,0.276315789,0.276315789,1.880813592,1.322219295,1.322219295,
3,VS,4%,H3VS4,5,5,74,28,46,0.378378378,1.86923172,1.447158031,1.447158031,
3,VS,8%,H3VS8,55,5,30,0,0,0,1.477121255,#NUM!,0,
3,VS,8%,H3VS8,123,5,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,125,5,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,126,5,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,128,5,9,0,0,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,129,5,9,-43,-4.777777778,0,0.954242509,#NUM!,0,
3,VS,8%,H3VS8,58,5,55,3,0.054545455,0.054545455,1.740362689,0.477121255,0.477121255,
3,VS,8%,H3VS8,41,5,76,8,0.105263158,0.105263158,1.880813592,0.903089987,0.903089987,
3,VS,8%,H3VS8,61,5,40,10,0.25,0.25,1.602059991,1,1,
3,VS,8%,H3VS8,75,5,50,10,0.2,0.2,1.698970004,1,1,
3,VS,16%,H3VS16,85,5,31,1,0.032258065,0.032258065,1.491361694,0,0,
3,VS,16%,H3VS16,87,5,42,-3,-0.071428571,0,1.62324929,#NUM!,0,
3,VS,16%,H3VS16,97,5,30,0,0,0,1.477121255,#NUM!,0,
3,VS,16%,H3VS16,98,5,50,-19,-0.38,0,1.698970004,#NUM!,0,
3,VS,16%,H3VS16,99,5,53,-8,-0.150943396,0,1.72427587,#NUM!,0,
3,VS,16%,H3VS16,46,5,45,5,0.111111111,0.111111111,1.653212514,0.698970004,0.698970004,
3,VS,16%,H3VS16,105,5,53,13,0.245283019,0.245283019,1.72427587,1.113943352,1.113943352,
3,VS,16%,H3VS16,76,5,37,17,0.459459459,0.459459459,1.568201724,1.230448921,1.230448921,
3,VS,16%,H3VS16,110,5,53,22,0.41509434,0.41509434,1.72427587,1.342422681,1.342422681,
3,VS,16%,H3VS16,91,5,66,34,0.515151515,0.515151515,1.819543936,1.531478917,1.531478917,
3,VS,4%,H3VS4,18,6,93,2,0.021505376,0.021505376,1.968482949,0.301029996,0.301029996,
3,VS,4%,H3VS4,21,6,82,2,0.024390244,0.024390244,1.913813852,0.301029996,0.301029996,
3,VS,4%,H3VS4,15,6,82,6,0.073170732,0.073170732,1.913813852,0.77815125,0.77815125,
3,VS,4%,H3VS4,22,6,87,6,0.068965517,0.068965517,1.939519253,0.77815125,0.77815125,
3,VS,4%,H3VS4,19,6,60,8,0.133333333,0.133333333,1.77815125,0.903089987,0.903089987,
3,VS,4%,H3VS4,118,6,60,9,0.15,0.15,1.77815125,0.954242509,0.954242509,
3,VS,4%,H3VS4,78,6,61,11,0.180327869,0.180327869,1.785329835,1.041392685,1.041392685,
3,VS,4%,H3VS4,5,6,93,19,74,0.204301075,1.968482949,1.278753601,1.278753601,
3,VS,8%,H3VS8,58,6,52,-3,-0.057692308,0,1.716003344,#NUM!,0,
3,VS,8%,H3VS8,61,6,40,0,0,0,1.602059991,#NUM!,0,
3,VS,8%,H3VS8,75,6,42,-8,-0.19047619,0,1.62324929,#NUM!,0,
3,VS,8%,H3VS8,55,6,45,15,0.333333333,0.333333333,1.653212514,1.176091259,1.176091259,
3,VS,8%,H3VS8,129,6,76,16,0.210526316,0.210526316,1.880813592,1.204119983,1.204119983,
3,VS,8%,H3VS8,41,6,95,19,0.2,0.2,1.977723605,1.278753601,1.278753601,
3,VS,8%,H3VS8,128,6,50,41,0.82,0.82,1.698970004,1.612783857,1.612783857,
3,VS,8%,H3VS8,126,6,52,43,0.826923077,0.826923077,1.716003344,1.633468456,1.633468456,
3,VS,8%,H3VS8,125,6,62,53,0.85483871,0.85483871,1.792391689,1.72427587,1.72427587,
3,VS,8%,H3VS8,123,6,67,58,0.865671642,0.865671642,1.826074803,1.763427994,1.763427994,
3,VS,16%,H3VS16,46,6,45,0,0,0,1.653212514,#NUM!,0,
3,VS,16%,H3VS16,85,6,30,-1,-0.033333333,0,1.477121255,#NUM!,0,
3,VS,16%,H3VS16,91,6,66,0,0,0,1.819543936,#NUM!,0,
3,VS,16%,H3VS16,98,6,57,-3,-0.052631579,0,1.755874856,#NUM!,0,
3,VS,16%,H3VS16,99,6,49,-7,-0.142857143,0,1.69019608,#NUM!,0,
3,VS,16%,H3VS16,110,6,55,2,0.036363636,0.036363636,1.740362689,0.301029996,0.301029996,
3,VS,16%,H3VS16,76,6,41,4,0.097560976,0.097560976,1.612783857,0.602059991,0.602059991,
3,VS,16%,H3VS16,87,6,48,6,0.125,0.125,1.681241237,0.77815125,0.77815125,
3,VS,16%,H3VS16,97,6,36,6,0.166666667,0.166666667,1.556302501,0.77815125,0.77815125,
3,VS,16%,H3VS16,105,6,62,9,0.14516129,0.14516129,1.792391689,0.954242509,0.954242509,
3,VS,4%,H3VS4,78,7,60,-1,-0.016666667,0,1.77815125,#NUM!,0,
3,VS,4%,H3VS4,118,7,65,5,0.076923077,0.076923077,1.812913357,0.698970004,0.698970004,
3,VS,4%,H3VS4,18,7,101,8,0.079207921,0.079207921,2.004321374,0.903089987,0.903089987,
3,VS,4%,H3VS4,21,7,93,11,0.11827957,0.11827957,1.968482949,1.041392685,1.041392685,
3,VS,4%,H3VS4,15,7,98,16,0.163265306,0.163265306,1.991226076,1.204119983,1.204119983,
3,VS,4%,H3VS4,22,7,105,18,0.171428571,0.171428571,2.021189299,1.255272505,1.255272505,
3,VS,4%,H3VS4,5,7,112,19,93,0.169642857,2.049218023,1.278753601,1.278753601,
3,VS,4%,H3VS4,19,7,81,21,0.259259259,0.259259259,1.908485019,1.322219295,1.322219295,
3,VS,8%,H3VS8,55,7,40,-5,-0.125,0,1.602059991,#NUM!,0,
3,VS,8%,H3VS8,123,7,62,-5,-0.080645161,0,1.792391689,#NUM!,0,
3,VS,8%,H3VS8,75,7,46,4,0.086956522,0.086956522,1.662757832,0.602059991,0.602059991,
3,VS,8%,H3VS8,61,7,46,6,0.130434783,0.130434783,1.662757832,0.77815125,0.77815125,
3,VS,8%,H3VS8,58,7,59,7,0.118644068,0.118644068,1.770852012,0.84509804,0.84509804,
3,VS,8%,H3VS8,128,7,57,7,0.122807018,0.122807018,1.755874856,0.84509804,0.84509804,
3,VS,8%,H3VS8,125,7,72,10,0.138888889,0.138888889,1.857332496,1,1,
3,VS,8%,H3VS8,126,7,68,16,0.235294118,0.235294118,1.832508913,1.204119983,1.204119983,
3,VS,8%,H3VS8,41,7,112,17,0.151785714,0.151785714,2.049218023,1.230448921,1.230448921,
3,VS,8%,H3VS8,129,7,66,20,0.303030303,0.303030303,1.819543936,1.301029996,1.301029996,
3,VS,16%,H3VS16,87,7,48,0,0,0,1.681241237,#NUM!,0,
3,VS,16%,H3VS16,91,7,66,0,0,0,1.819543936,#NUM!,0,
3,VS,16%,H3VS16,99,7,53,-1,-0.018867925,0,1.72427587,#NUM!,0,
3,VS,16%,H3VS16,105,7,62,0,0,0,1.792391689,#NUM!,0,
3,VS,16%,H3VS16,110,7,59,4,0.06779661,0.06779661,1.770852012,0.602059991,0.602059991,
3,VS,16%,H3VS16,98,7,62,6,0.096774194,0.096774194,1.792391689,0.77815125,0.77815125,
3,VS,16%,H3VS16,85,7,39,9,0.230769231,0.230769231,1.591064607,0.954242509,0.954242509,
3,VS,16%,H3VS16,97,7,45,9,0.2,0.2,1.653212514,0.954242509,0.954242509,
3,VS,16%,H3VS16,76,7,67,26,0.388059701,0.388059701,1.826074803,1.414973348,1.414973348,
3,VS,16%,H3VS16,46,7,78,33,0.423076923,0.423076923,1.892094603,1.51851394,1.51851394,
3,VS,4%,H3VS4,118,8,70,5,0.071428571,0.071428571,1.84509804,0.698970004,0.698970004,
3,VS,4%,H3VS4,15,8,104,6,0.057692308,0.057692308,2.017033339,0.77815125,0.77815125,
3,VS,4%,H3VS4,22,8,113,8,0.07079646,0.07079646,2.053078443,0.903089987,0.903089987,
3,VS,4%,H3VS4,78,8,69,9,0.130434783,0.130434783,1.838849091,0.954242509,0.954242509,
3,VS,4%,H3VS4,19,8,95,14,0.147368421,0.147368421,1.977723605,1.146128036,1.146128036,
3,VS,4%,H3VS4,18,8,117,16,0.136752137,0.136752137,2.068185862,1.204119983,1.204119983,
3,VS,4%,H3VS4,21,8,110,17,0.154545455,0.154545455,2.041392685,1.230448921,1.230448921,
3,VS,4%,H3VS4,5,8,134,22,0.164179104,0.164179104,2.127104798,1.342422681,1.342422681,
3,VS,8%,H3VS8,41,8,111,-1,-0.009009009,0,2.045322979,#NUM!,0,
3,VS,8%,H3VS8,58,8,53,-6,-0.113207547,0,1.72427587,#NUM!,0,
3,VS,8%,H3VS8,61,8,32,-14,-0.4375,0,1.505149978,#NUM!,0,
3,VS,8%,H3VS8,125,8,67,-5,-0.074626866,0,1.826074803,#NUM!,0,
3,VS,8%,H3VS8,55,8,43,3,0.069767442,0.069767442,1.633468456,0.477121255,0.477121255,
3,VS,8%,H3VS8,126,8,71,3,0.042253521,0.042253521,1.851258349,0.477121255,0.477121255,
3,VS,8%,H3VS8,129,8,74,5,0.067567568,0.067567568,1.86923172,0.698970004,0.698970004,
3,VS,8%,H3VS8,75,8,55,9,0.163636364,0.163636364,1.740362689,0.954242509,0.954242509,
3,VS,8%,H3VS8,123,8,86,24,0.279069767,0.279069767,1.934498451,1.380211242,1.380211242,
3,VS,8%,H3VS8,128,8,129,72,0.558139535,0.558139535,2.11058971,1.857332496,0.857332496,*
3,VS,16%,H3VS16,46,8,76,-2,-0.026315789,0,1.880813592,#NUM!,0,
3,VS,16%,H3VS16,87,8,48,0,0,0,1.681241237,#NUM!,0,
3,VS,16%,H3VS16,97,8,35,-10,-0.285714286,0,1.544068044,#NUM!,0,
3,VS,16%,H3VS16,98,8,62,3,0.048387097,0.048387097,1.792391689,0.477121255,0.477121255,
3,VS,16%,H3VS16,91,8,71,5,0.070422535,0.070422535,1.851258349,0.698970004,0.698970004,
3,VS,16%,H3VS16,105,8,68,6,0.088235294,0.088235294,1.832508913,0.77815125,0.77815125,
3,VS,16%,H3VS16,110,8,65,6,0.092307692,0.092307692,1.812913357,0.77815125,0.77815125,
3,VS,16%,H3VS16,76,8,75,8,0.106666667,0.106666667,1.875061263,0.903089987,0.903089987,
3,VS,16%,H3VS16,85,8,48,9,0.1875,0.1875,1.681241237,0.954242509,0.954242509,
3,VS,16%,H3VS16,99,8,71,13,0.183098592,0.183098592,1.851258349,1.113943352,0.913943352,
3,VS,4%,H3VS4,78,9,73,4,0.054794521,0.054794521,1.86332286,0.602059991,0.602059991,
3,VS,4%,H3VS4,21,9,116,6,0.051724138,0.051724138,2.064457989,0.77815125,0.77815125,
3,VS,4%,H3VS4,18,9,135,18,0.133333333,0.133333333,2.130333768,1.255272505,1.255272505,
3,VS,4%,H3VS4,118,9,90,20,0.222222222,0.222222222,1.954242509,1.301029996,1.301029996,
3,VS,4%,H3VS4,22,9,143,30,0.20979021,0.20979021,2.155336037,1.477121255,1.477121255,
3,VS,4%,H3VS4,15,9,135,31,0.22962963,0.22962963,2.130333768,1.491361694,1.491361694,
3,VS,4%,H3VS4,5,9,166,32,0.192771084,0.192771084,2.220108088,1.505149978,1.505149978,
3,VS,4%,H3VS4,19,9,135,40,0.296296296,0.296296296,2.130333768,1.602059991,1.602059991,
3,VS,8%,H3VS8,128,9,98,-31,-0.316326531,0,1.991226076,#NUM!,0,
3,VS,8%,H3VS8,58,9,62,9,0.14516129,0.14516129,1.792391689,0.954242509,0.954242509,
3,VS,8%,H3VS8,126,9,80,9,0.1125,0.1125,1.903089987,0.954242509,0.954242509,
3,VS,8%,H3VS8,123,9,100,14,0.14,0.14,2,1.146128036,1.146128036,
3,VS,8%,H3VS8,75,9,70,15,0.214285714,0.214285714,1.84509804,1.176091259,1.176091259,
3,VS,8%,H3VS8,41,9,130,19,0.146153846,0.146153846,2.113943352,1.278753601,1.278753601,
3,VS,8%,H3VS8,55,9,70,27,0.385714286,0.385714286,1.84509804,1.431363764,1.431363764,
3,VS,8%,H3VS8,125,9,97,30,0.309278351,0.309278351,1.986771734,1.477121255,1.477121255,
3,VS,8%,H3VS8,129,9,110,32,0.290909091,0.290909091,2.041392685,1.505149978,1.505149978,
3,VS,8%,H3VS8,61,9,73,41,0.561643836,0.561643836,1.86332286,1.612783857,1.612783857,
3,VS,16%,H3VS16,98,9,55,-14,-0.254545455,0,1.740362689,#NUM!,0,
3,VS,16%,H3VS16,105,9,68,0,0,0,1.832508913,#NUM!,0,
3,VS,16%,H3VS16,110,9,67,2,0.029850746,0.029850746,1.826074803,0.301029996,0.301029996,
3,VS,16%,H3VS16,91,9,75,4,0.053333333,0.053333333,1.875061263,0.602059991,0.602059991,
3,VS,16%,H3VS16,85,9,62,14,0.225806452,0.225806452,1.792391689,1.146128036,1.146128036,
3,VS,16%,H3VS16,46,9,94,18,0.191489362,0.191489362,1.973127854,1.255272505,1.255272505,
3,VS,16%,H3VS16,99,9,86,19,0.220930233,0.220930233,1.934498451,1.278753601,1.278753601,
3,VS,16%,H3VS16,87,9,71,23,0.323943662,0.323943662,1.851258349,1.361727836,1.361727836,
3,VS,16%,H3VS16,76,9,109,34,0.311926606,0.311926606,2.037426498,1.531478917,1.531478917,
3,VS,16%,H3VS16,97,9,110,75,0.681818182,0.681818182,1.941392685,1.875061263,1.475061263,*
3,VS,4%,H3VS4,118,10,81,-9,-0.111111111,0,1.908485019,#NUM!,0,
3,VS,4%,H3VS4,78,10,79,6,0.075949367,0.075949367,1.897627091,0.77815125,0.77815125,
3,VS,4%,H3VS4,5,10,176,10,0.056818182,0.056818182,2.245512668,1,1,
3,VS,4%,H3VS4,19,10,150,15,0.1,0.1,2.176091259,1.176091259,1.176091259,
3,VS,4%,H3VS4,21,10,144,28,0.194444444,0.194444444,2.158362492,1.447158031,1.447158031,
3,VS,4%,H3VS4,18,10,164,29,0.176829268,0.176829268,2.214843848,1.462397998,1.462397998,
3,VS,4%,H3VS4,22,10,179,36,0.201117318,0.201117318,2.252853031,1.556302501,1.556302501,
3,VS,4%,H3VS4,15,10,177,42,0.237288136,0.237288136,2.247973266,1.62324929,1.62324929,
3,VS,8%,H3VS8,55,10,67,-3,-0.044776119,0,1.826074803,#NUM!,0,
3,VS,8%,H3VS8,61,10,53,-20,-0.377358491,0,1.72427587,#NUM!,0,
3,VS,8%,H3VS8,125,10,100,3,0.03,0.03,2,0.477121255,0.477121255,
3,VS,8%,H3VS8,58,10,72,10,0.138888889,0.138888889,1.857332496,1,1,
3,VS,8%,H3VS8,126,10,92,12,0.130434783,0.130434783,1.963787827,1.079181246,1.079181246,
3,VS,8%,H3VS8,123,10,114,14,0.122807018,0.122807018,2.056904851,1.146128036,1.146128036,
3,VS,8%,H3VS8,41,10,147,17,0.115646259,0.115646259,2.167317335,1.230448921,1.230448921,
3,VS,8%,H3VS8,75,10,88,18,0.204545455,0.204545455,1.944482672,1.255272505,1.255272505,
3,VS,8%,H3VS8,128,10,124,26,0.209677419,0.209677419,2.093421685,1.414973348,1.414973348,
3,VS,8%,H3VS8,129,10,121,34,0.280991736,0.280991736,2.08278537,1.531478917,1.531478917,
3,VS,16%,H3VS16,87,10,71,0,0,0,1.851258349,#NUM!,0,
3,VS,16%,H3VS16,97,10,71,-39,-0.549295775,0,1.851258349,#NUM!,0,
3,VS,16%,H3VS16,46,10,104,10,0.096153846,0.096153846,2.017033339,1,1,
3,VS,16%,H3VS16,85,10,72,10,0.138888889,0.138888889,1.857332496,1,1,
3,VS,16%,H3VS16,76,10,126,17,0.134920635,0.134920635,2.100370545,1.230448921,1.230448921,
3,VS,16%,H3VS16,99,10,124,27,0.217741935,0.217741935,2.093421685,1.431363764,1.431363764,
3,VS,16%,H3VS16,91,10,103,28,0.27184466,0.27184466,2.012837225,1.447158031,1.447158031,
3,VS,16%,H3VS16,98,10,100,29,0.29,0.29,2,1.462397998,1.462397998,
3,VS,16%,H3VS16,110,10,101,34,0.336633663,0.336633663,2.004321374,1.531478917,1.531478917,
3,VS,16%,H3VS16,105,10,117,49,0.418803419,0.418803419,2.068185862,1.69019608,1.69019608,
3,VS,4%,H3VS4,78,11,102,23,0.225490196,0.225490196,2.008600172,1.361727836,1.361727836,
3,VS,4%,H3VS4,5,11,202,26,0.128712871,0.128712871,2.305351369,1.414973348,1.414973348,
3,VS,4%,H3VS4,15,11,204,27,0.132352941,0.132352941,2.309630167,1.431363764,1.431363764,
3,VS,4%,H3VS4,118,11,109,28,0.256880734,0.256880734,2.037426498,1.447158031,1.447158031,
3,VS,4%,H3VS4,19,11,195,45,0.230769231,0.230769231,2.290034611,1.653212514,1.653212514,
3,VS,4%,H3VS4,22,11,233,54,0.231759657,0.231759657,2.367355921,1.73239376,1.73239376,
3,VS,4%,H3VS4,21,11,209,65,0.311004785,0.311004785,2.320146286,1.812913357,1.812913357,
3,VS,4%,H3VS4,18,11,234,70,0.299145299,0.299145299,2.369215857,1.84509804,1.84509804,
3,VS,8%,H3VS8,55,11,90,23,0.255555556,0.255555556,1.954242509,1.361727836,1.361727836,
3,VS,8%,H3VS8,126,11,128,36,0.28125,0.28125,2.10720997,1.556302501,1.556302501,
3,VS,8%,H3VS8,58,11,109,37,0.339449541,0.339449541,2.037426498,1.568201724,1.568201724,
3,VS,8%,H3VS8,61,11,106,53,0.5,0.5,2.025305865,1.72427587,1.72427587,
3,VS,8%,H3VS8,129,11,180,58,0.322222222,0.322222222,2.255272505,1.763427994,1.763427994,
3,VS,8%,H3VS8,123,11,183,69,0.37704918,0.37704918,2.26245109,1.838849091,1.838849091,
3,VS,8%,H3VS8,128,11,212,88,0.41509434,0.41509434,2.326335861,1.944482672,1.944482672,
3,VS,8%,H3VS8,75,11,178,90,0.505617978,0.505617978,2.250420002,1.954242509,1.954242509,
3,VS,8%,H3VS8,125,11,190,90,0.473684211,0.473684211,2.278753601,1.954242509,1.954242509,
3,VS,8%,H3VS8,41,11,249,102,0.409638554,0.409638554,2.396199347,2.008600172,2.008600172,
3,VS,16%,H3VS16,99,11,135,2,0.014814815,0.014814815,2.130333768,0.301029996,0.301029996,
3,VS,16%,H3VS16,97,11,104,33,0.317307692,0.317307692,2.017033339,1.51851394,1.51851394,
3,VS,16%,H3VS16,46,11,140,36,0.257142857,0.257142857,2.146128036,1.556302501,1.556302501,
3,VS,16%,H3VS16,110,11,141,40,0.283687943,0.283687943,2.149219113,1.602059991,1.602059991,
3,VS,16%,H3VS16,85,11,119,47,0.394957983,0.394957983,2.075546961,1.672097858,1.672097858,
3,VS,16%,H3VS16,98,11,167,51,0.305389222,0.305389222,2.222716471,1.707570176,1.707570176,
3,VS,16%,H3VS16,87,11,124,53,0.427419355,0.427419355,2.093421685,1.72427587,1.72427587,
3,VS,16%,H3VS16,105,11,174,57,0.327586207,0.327586207,2.240549248,1.755874856,1.755874856,
