Harvest,Species,Treatment,Tag,Pot,Week,Height,New-orignal,Absolute_change_2,Absolute_change,log_Height,log_Absolute_change_2,log_Absolute_change,XXX
3,VS,16%,H3VS16,76,11,190,64,0.336842105,0.336842105,2.278753601,1.806179974,1.806179974,
3,VS,16%,H3VS16,91,11,170,67,0.394117647,0.394117647,2.230448921,1.826074803,1.826074803,
3,VS,4%,H3VS4,5,12,203,1,0.004926108,0.004926108,2.307496038,0,0,
3,VS,4%,H3VS4,78,12,104,2,0.019230769,0.019230769,2.017033339,0.301029996,0.301029996,
3,VS,4%,H3VS4,18,12,243,9,0.037037037,0.037037037,2.385606274,0.954242509,0.954242509,
3,VS,4%,H3VS4,118,12,121,12,0.099173554,0.099173554,2.08278537,1.079181246,1.079181246,
3,VS,4%,H3VS4,21,12,230,21,0.091304348,0.091304348,2.361727836,1.322219295,1.322219295,
3,VS,4%,H3VS4,22,12,255,22,0.08627451,0.08627451,2.40654018,1.342422681,1.342422681,
3,VS,4%,H3VS4,19,12,226,31,0.137168142,0.137168142,2.354108439,1.491361694,1.491361694,
3,VS,4%,H3VS4,15,12,237,33,0.139240506,0.139240506,2.374748346,1.51851394,1.51851394,
3,VS,8%,H3VS8,61,12,104,-2,-0.019230769,0,2.017033339,#NUM!,0,
3,VS,8%,H3VS8,128,12,214,2,0.009345794,0.009345794,2.330413773,0.301029996,0.301029996,
3,VS,8%,H3VS8,55,12,93,3,0.032258065,0.032258065,1.968482949,0.477121255,0.477121255,
3,VS,8%,H3VS8,58,12,120,11,0.091666667,0.091666667,2.079181246,1.041392685,1.041392685,
3,VS,8%,H3VS8,123,12,195,12,0.061538462,0.061538462,2.290034611,1.079181246,1.079181246,
3,VS,8%,H3VS8,41,12,266,17,0.063909774,0.063909774,2.424881637,1.230448921,1.230448921,
3,VS,8%,H3VS8,126,12,153,25,0.163398693,0.163398693,2.184691431,1.397940009,1.397940009,
3,VS,8%,H3VS8,75,12,204,26,0.12745098,0.12745098,2.309630167,1.414973348,1.414973348,
3,VS,8%,H3VS8,125,12,224,34,0.151785714,0.151785714,2.350248018,1.531478917,1.531478917,
3,VS,8%,H3VS8,129,12,193,59,0.305699482,0.305699482,2.285557309,1.770852012,1.770852012,
3,VS,16%,H3VS16,105,12,174,0,0,0,2.240549248,#NUM!,0,
3,VS,16%,H3VS16,46,12,150,10,0.066666667,0.066666667,2.176091259,1,1,
3,VS,16%,H3VS16,91,12,180,10,0.055555556,0.055555556,2.255272505,1,1,
3,VS,16%,H3VS16,97,12,116,12,0.103448276,0.103448276,2.064457989,1.079181246,1.079181246,
3,VS,16%,H3VS16,110,12,154,13,0.084415584,0.084415584,2.187520721,1.113943352,1.113943352,
3,VS,16%,H3VS16,85,12,133,14,0.105263158,0.105263158,2.123851641,1.146128036,1.146128036,
3,VS,16%,H3VS16,76,12,205,15,0.073170732,0.073170732,2.311753861,1.176091259,1.176091259,
3,VS,16%,H3VS16,87,12,150,26,0.173333333,0.173333333,2.176091259,1.414973348,1.414973348,
3,VS,16%,H3VS16,98,12,187,51,0.272727273,0.272727273,2.271841607,1.707570176,1.707570176,
3,VS,16%,H3VS16,99,12,136,107.4,0.789705882,0.789705882,2.133538908,2.031004281,1.731004281,
3,VS,4%,H3VS4,18,13,243,0,0,0,2.385606274,#NUM!,0,
3,VS,4%,H3VS4,19,13,227,1,0.004405286,0.004405286,2.356025857,0,0,
3,VS,4%,H3VS4,21,13,225,-5,-0.022222222,0,2.352182518,#NUM!,0,
3,VS,4%,H3VS4,22,13,258,3,0.011627907,0.011627907,2.111619706,0.477121255,0.477121255,*
3,VS,4%,H3VS4,5,13,220,17,0.077272727,0.077272727,2.342422681,1.230448921,1.230448921,
3,VS,4%,H3VS4,118,13,138,17,0.123188406,0.123188406,2.139879086,1.230448921,1.230448921,
3,VS,4%,H3VS4,15,13,263,26,0.098859316,0.098859316,2.419955748,1.414973348,1.414973348,
3,VS,4%,H3VS4,78,13,143,39,0.272727273,0.272727273,2.155336037,1.591064607,1.591064607,
3,VS,8%,H3VS8,61,13,103,-1,-0.009708738,0,2.012837225,#NUM!,0,
3,VS,8%,H3VS8,123,13,192,-3,-0.015625,0,2.283301229,#NUM!,0,
3,VS,8%,H3VS8,128,13,121,-93,-0.768595041,0,2.08278537,#NUM!,0,
3,VS,8%,H3VS8,125,13,226,2,0.008849558,0.008849558,2.354108439,0.301029996,0.301029996,
3,VS,8%,H3VS8,126,13,164,11,0.067073171,0.067073171,2.214843848,1.041392685,1.041392685,
3,VS,8%,H3VS8,55,13,105,12,0.114285714,0.114285714,2.021189299,1.079181246,1.079181246,
3,VS,8%,H3VS8,75,13,220,16,0.072727273,0.072727273,2.342422681,1.204119983,1.204119983,
3,VS,8%,H3VS8,41,13,285,19,0.066666667,0.066666667,2.45484486,1.278753601,1.278753601,
3,VS,8%,H3VS8,58,13,141,21,0.14893617,0.14893617,2.149219113,1.322219295,1.322219295,
3,VS,8%,H3VS8,129,13,204,69,0.338235294,0.338235294,2.309630167,1.838849091,1.838849091,
3,VS,16%,H3VS16,97,13,116,0,0,0,2.064457989,#NUM!,0,
3,VS,16%,H3VS16,87,13,160,10,0.0625,0.0625,2.204119983,1,1,
3,VS,16%,H3VS16,99,13,156,10,0.064102564,0.064102564,2.193124598,1,1,
3,VS,16%,H3VS16,110,13,165,11,0.066666667,0.066666667,2.217483944,1.041392685,1.041392685,
3,VS,16%,H3VS16,85,13,145,12,0.082758621,0.082758621,2.161368002,1.079181246,1.079181246,
3,VS,16%,H3VS16,91,13,193,13,0.067357513,0.067357513,2.285557309,1.113943352,1.113943352,
3,VS,16%,H3VS16,46,13,165,15,0.090909091,0.090909091,2.217483944,1.176091259,1.176091259,
3,VS,16%,H3VS16,76,13,221,16,0.07239819,0.07239819,2.344392274,1.204119983,1.204119983,
3,VS,16%,H3VS16,105,13,190,16,0.084210526,0.084210526,2.278753601,1.204119983,1.204119983,
3,VS,16%,H3VS16,98,13,194,47,0.242268041,0.242268041,2.28780173,1.672097858,1.672097858,
3,VS,4%,H3VS4,15,14,258,-5,-0.019379845,0,2.411619706,#NUM!,0,
3,VS,4%,H3VS4,18,14,239,-4,-0.016736402,0,2.378397901,#NUM!,0,
3,VS,4%,H3VS4,22,14,266,8,0.030075188,0.030075188,2.424881637,0.903089987,0.903089987,
3,VS,4%,H3VS4,21,14,238,13,0.054621849,0.054621849,2.376576957,1.113943352,1.113943352,
3,VS,4%,H3VS4,5,14,245,25,0.102040816,0.102040816,2.389166084,1.397940009,1.397940009,
3,VS,4%,H3VS4,118,14,165,27,0.163636364,0.163636364,2.217483944,1.431363764,1.431363764,
3,VS,4%,H3VS4,19,14,257,30,0.116731518,0.116731518,2.409933123,1.477121255,1.477121255,
3,VS,4%,H3VS4,78,14,205,62,0.302439024,0.302439024,2.311753861,1.792391689,1.792391689,
3,VS,8%,H3VS8,125,14,229,3,0.013100437,0.013100437,2.359835482,0.477121255,0.477121255,
3,VS,8%,H3VS8,55,14,114,9,0.078947368,0.078947368,2.056904851,0.954242509,0.954242509,
3,VS,8%,H3VS8,41,14,298,13,0.043624161,0.043624161,2.474216264,1.113943352,1.113943352,
3,VS,8%,H3VS8,58,14,158,17,0.107594937,0.107594937,2.198657087,1.230448921,1.230448921,
3,VS,8%,H3VS8,123,14,209,17,0.081339713,0.081339713,2.320146286,1.230448921,1.230448921,
3,VS,8%,H3VS8,61,14,125,22,0.176,0.176,2.096910013,1.342422681,1.342422681,
3,VS,8%,H3VS8,126,14,191,27,0.141361257,0.141361257,2.281033367,1.431363764,1.431363764,
3,VS,8%,H3VS8,75,14,255,35,0.137254902,0.137254902,2.40654018,1.544068044,1.544068044,
3,VS,8%,H3VS8,129,14,209,54,0.258373206,0.258373206,2.320146286,1.73239376,1.73239376,
3,VS,8%,H3VS8,128,14,230,109,0.473913043,0.473913043,2.361727836,2.037426498,1.737426498,
3,VS,16%,H3VS16,85,14,150,5,0.033333333,0.033333333,2.176091259,0.698970004,0.698970004,
3,VS,16%,H3VS16,46,14,177,12,0.06779661,0.06779661,2.247973266,1.079181246,1.079181246,
3,VS,16%,H3VS16,76,14,233,12,0.051502146,0.051502146,2.367355921,1.079181246,1.079181246,
3,VS,16%,H3VS16,110,14,179,14,0.078212291,0.078212291,2.252853031,1.146128036,1.146128036,
3,VS,16%,H3VS16,91,14,209,16,0.076555024,0.076555024,2.320146286,1.204119983,1.204119983,
3,VS,16%,H3VS16,87,14,180,20,0.111111111,0.111111111,2.255272505,1.301029996,1.301029996,
3,VS,16%,H3VS16,97,14,139,23,0.165467626,0.165467626,2.1430148,1.361727836,1.361727836,
3,VS,16%,H3VS16,99,14,180,24,0.133333333,0.133333333,2.255272505,1.380211242,1.380211242,
3,VS,16%,H3VS16,105,14,214,24,0.112149533,0.112149533,2.330413773,1.380211242,1.380211242,
3,VS,16%,H3VS16,98,14,211,56,0.265402844,0.265402844,2.324282455,1.748188027,1.748188027,
3,VS,4%,H3VS4,22,15,203,-63,-0.310344828,0,2.307496038,#NUM!,0,
3,VS,4%,H3VS4,15,15,287,29,0.101045296,0.101045296,2.457881897,1.462397998,1.462397998,
3,VS,4%,H3VS4,118,15,197,32,0.162436548,0.162436548,2.294466226,1.505149978,1.505149978,
3,VS,4%,H3VS4,19,15,295,38,0.128813559,0.128813559,2.469822016,1.579783597,1.579783597,
3,VS,4%,H3VS4,18,15,282,43,0.15248227,0.15248227,2.450249108,1.633468456,1.633468456,
3,VS,4%,H3VS4,78,15,255,50,0.196078431,0.196078431,2.40654018,1.698970004,1.698970004,
3,VS,4%,H3VS4,5,15,313,68,0.217252396,0.217252396,2.495544338,1.832508913,1.832508913,
3,VS,4%,H3VS4,21,15,311,73,0.234726688,0.234726688,2.492760389,1.86332286,1.86332286,
3,VS,8%,H3VS8,75,15,262,7,0.026717557,0.026717557,2.418301291,0.84509804,0.84509804,
3,VS,8%,H3VS8,125,15,247,18,0.072874494,0.072874494,2.392696953,1.255272505,1.255272505,
3,VS,8%,H3VS8,126,15,210,19,0.09047619,0.09047619,2.322219295,1.278753601,1.278753601,
3,VS,8%,H3VS8,55,15,137,23,0.167883212,0.167883212,2.136720567,1.361727836,1.361727836,
3,VS,8%,H3VS8,61,15,152,27,0.177631579,0.177631579,2.181843588,1.431363764,1.431363764,
3,VS,8%,H3VS8,129,15,216,28,0.12962963,0.12962963,2.334453751,1.447158031,1.447158031,
3,VS,8%,H3VS8,123,15,250,41,0.164,0.164,2.397940009,1.612783857,1.612783857,
3,VS,8%,H3VS8,128,15,275,45,0.163636364,0.163636364,2.439332694,1.653212514,1.653212514,
3,VS,8%,H3VS8,41,15,348,50,0.143678161,0.143678161,2.541579244,1.698970004,1.698970004,
3,VS,8%,H3VS8,58,15,218,60,0.275229358,0.275229358,2.338456494,1.77815125,1.77815125,
3,VS,16%,H3VS16,76,15,205,-28,-0.136585366,0,2.311753861,#NUM!,0,
3,VS,16%,H3VS16,46,15,195,18,0.092307692,0.092307692,2.290034611,1.255272505,1.255272505,
3,VS,16%,H3VS16,91,15,253,44,0.173913043,0.173913043,2.403120521,1.643452676,1.643452676,
3,VS,16%,H3VS16,87,15,230,50,0.217391304,0.217391304,2.361727836,1.698970004,1.698970004,
3,VS,16%,H3VS16,105,15,268,54,0.201492537,0.201492537,2.428134794,1.73239376,1.73239376,
3,VS,16%,H3VS16,97,15,195,56,0.287179487,0.287179487,2.290034611,1.748188027,1.748188027,
3,VS,16%,H3VS16,110,15,235,56,0.238297872,0.238297872,2.371067862,1.748188027,1.748188027,
3,VS,16%,H3VS16,85,15,216,66,0.305555556,0.305555556,2.334453751,1.819543936,1.819543936,
3,VS,16%,H3VS16,98,15,275,114,0.414545455,0.414545455,2.439332694,2.056904851,2.056904851,
3,VS,16%,H3VS16,99,15,284,127,0.447183099,0.447183099,2.45331834,2.103803721,2.103803721,
